회사명,종목코드,상장일,상장유형,증권구분,업종,국적,상장주선인/,액면가 (원),공모가 (원),공모금액 (천원),주요제품,최초상장주식수 (주)
아이텍반도체,119830,2010-10-26,신규상장,주권,"그외 기타 전문, 과학 및 기술 서비스업",대한민국,미래에셋증권 주식회사,500,"9,100","8,190,000",비메모리 반도체 테스트,"4,612,500"
코렌,078650,2010-10-22,신규상장,주권,사진장비 및 광학기기 제조업,대한민국,미래에셋증권 주식회사,500,"5,800","6,960,000",카메라폰용 렌즈,"4,650,271"
인화정공,101930,2010-10-22,신규상장,주권,선박 및 보트 건조업,대한민국,신한투자증권 주식회사,500,"26,000","31,200,000",선박엔진부품,"4,344,504"
아이씨코리아,068940,2010-10-19,신규상장,주권,전자부품 제조업,대한민국,한화투자증권(주),500,"2,800","4,200,000",신용카드 및 전자화폐 등,"10,937,077"
키움스팩1호,123840,2010-10-05,신규상장,주권,금융 지원 서비스업,대한민국,키움증권(주),100,"2,000","20,000,000",기업인수합병,"10,540,000"
휠라코리아,081660,2010-09-28,신규상장,주권,생활용품 도매업,대한민국,삼성증권(주),"5,000","35,000","113,750,000","스포츠의류,신발,가방,시계,골프장비,화장품,가죽제품(지갑,키홀더) 도매,수출입","8,567,073"
알파칩스,117670,2010-09-17,신규상장,주권,반도체 제조업,대한민국,KB증권(주),500,"12,000","7,200,000",시스템 반도체 개발,"4,016,448"
포메탈,119500,2010-09-17,신규상장,주권,기타 금속 가공제품 제조업,대한민국,IBK투자증권(주),500,"6,000","10,800,000","자동차,풍력,방위산업,산업기계,농기계등의 단조부품","5,987,340"
KTcs,058850,2010-09-16,신규상장,주권,기타 정보 서비스업,대한민국,한국투자증권(주),"5,000","2,600","18,597,462",전화번호검색 데이타제공/콜센터 운영,"47,685,000"
성융광전투자,900150,2010-09-15,신규상장,외국주권,회사 본부 및 경영 컨설팅 서비스업,홍콩,미래에셋증권 주식회사,1,"2,800","50,400,000","태양광모듈, 태양광전지","72,000,000"
다원시스,068240,2010-09-14,신규상장,주권,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",대한민국,하이투자증권(주),500,"11,000","14,868,810","핵융합 전원장치, 플라즈마 전원장치, 태양광 CVD 전원장치, 산업용 특수정류기","6,400,000"
현대홈쇼핑,057050,2010-09-13,신규상장,주권,무점포 소매업,대한민국,"KB증권(주),하이투자증권(주),현대차증권주식회사","5,000","90,000","270,000,000",TV홈쇼핑 도소매/홈쇼핑프로그램 제작,"12,000,000"
씨젠,096530,2010-09-10,신규상장,주권,의료용품 및 기타 의약 관련제품 제조업,대한민국,"대신증권(주),미래에셋증권 주식회사",500,"30,500","19,413,250","호흡기성 병원체 검사제품, 성감염증원인균 검사제품","6,158,820"
와이솔,122990,2010-09-10,신규상장,주권,전자부품 제조업,대한민국,한화투자증권(주),500,"8,000","8,000,000","SAW Filter, Wafer Chip, Duplexer","10,200,000"
이트레이드1호스팩,126700,2010-09-10,신규상장,주권,금융 지원 서비스업,대한민국,이베스트투자증권(주),100,"2,000","19,000,000",기업인수합병,"10,210,000"
다산리츠,105380,2010-09-09,신규상장,부동산투자회사,부동산 임대 및 공급업,대한민국,,"1,000","1,000","15,000,000",,"22,000,000"
에이치엠씨제1호스팩,126640,2010-08-31,신규상장,주권,금융 지원 서비스업,대한민국,현대차증권주식회사,100,"2,000","23,560,000",기업인수합병,"12,500,000"
교보KTB스팩,123410,2010-08-27,신규상장,주권,금융 지원 서비스업,대한민국,"교보증권(주),다올투자증권 주식회사",100,"4,000","25,000,000",기업인수합병,"6,784,000"
한국스팩1호,123290,2010-08-24,신규상장,주권,금융 지원 서비스업,대한민국,한국투자증권(주),200,"2,200","23,100,000",기업 인수합병,"11,290,000"
대신증권그로쓰스팩,123550,2010-08-24,신규상장,주권,금융 지원 서비스업,대한민국,대신증권(주),"1,000","2,000","20,000,000",합병(유일한 사업목적),"10,960,000"
에스비아이앤솔로몬스팩,123910,2010-08-24,신규상장,주권,금융 지원 서비스업,대한민국,아이엠투자증권(주),500,"1,250","20,000,000",기업 인수합병,"17,000,000"
도화,002150,2010-08-12,신규상장,주권,"건축기술, 엔지니어링 및 관련 기술 서비스업",대한민국,엔에이치투자증권주식회사,"5,000","22,000","44,000,000","토목설계,건축설계,종합감리전문업,종합기술용역,엔지니어링","16,860,000"
엠에스오토텍,123040,2010-08-06,신규상장,주권,자동차 신품 부품 제조업,대한민국,현대차증권주식회사,500,"5,500","15,840,000",자동차 차체 부품,"8,200,000"
이글루시큐리티,067920,2010-08-04,신규상장,주권,소프트웨어 개발 및 공급업,대한민국,미래에셋증권(주),500,"14,000","21,000,000","통합보안관리솔루션, 보안관제서비스","7,500,000"
아이마켓코리아,122900,2010-07-30,신규상장,주권,상품 종합 도매업,대한민국,미래에셋증권(주),"5,000","15,300","137,700,000",B2B 전자상거래,"35,943,340"
하이텍팜,106190,2010-07-28,신규상장,주권,기초 의약물질 및 생물학적 제제 제조업,대한민국,현대차증권주식회사,500,"11,500","24,150,000",주사제용 무균 원료의약품(Sterile Imipenem 외),"7,000,000"
인터로조,119610,2010-07-28,신규상장,주권,사진장비 및 광학기기 제조업,대한민국,한화투자증권(주),500,"12,000","12,134,208","콘텍트렌즈(소프트렌즈, 원데이렌즈, 하드렌즈 등)","4,814,000"
우진,105840,2010-07-26,신규상장,주권,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",대한민국,한국투자증권(주),500,"15,000","32,550,000",원전용계측기,"7,880,000"
웨이포트,900130,2010-07-23,신규상장,외국주권,회사 본부 및 경영 컨설팅 서비스업,홍콩,메리츠증권(주),1,"1,400","19,558,000","제초기류,톱류,전동공구류,원림청소기류","55,880,000"
크루셜텍,114120,2010-07-21,신규상장,주권,반도체 제조업,대한민국,미래에셋증권(주),500,"23,500","28,326,618","옵티컬트랙패드, LED플래시모듈, PL Lens","8,289,547"
에스디시스템,121890,2010-07-16,신규상장,주권,전자부품 제조업,대한민국,미래에셋증권 주식회사,500,"14,800","14,060,000","요금징수시스템, 지능형교통시스템,하이패스단말기","3,800,000"
한화SV스팩1호,124050,2010-07-09,신규상장,주권,금융 지원 서비스업,대한민국,한화투자증권(주),100,"5,000","20,000,000",기업인수합병,"4,200,000"
신영스팩1호,123750,2010-07-02,신규상장,주권,금융 지원 서비스업,대한민국,신영증권(주),500,"1,000","19,700,000",합병(유일한 목적사업),"20,220,000"
웅진에너지,103130,2010-06-30,신규상장,주권,반도체 제조업,대한민국,대신증권(주),500,"9,500","150,860,000","태양전지원료(잉곳),태양전지용웨이퍼 제조/전기공사/신재생에너지 사업","62,000,000"
유비벨록스,089850,2010-06-18,신규상장,주권,소프트웨어 개발 및 공급업,대한민국,한국투자증권(주),500,"11,000","11,000,000","모바일플랫폼 및 모바일솔루션, 스마트카드 등","5,410,776"
처음앤씨,111820,2010-06-18,신규상장,주권,기타 정보 서비스업,대한민국,엔에이치투자증권주식회사,500,"13,000","11,465,766",B2B전자결제중개서비스,"3,150,000"
케이엔디티,046120,2010-06-15,신규상장,주권,기타 과학기술 서비스업,대한민국,교보증권(주),500,"8,500","15,300,000","비파괴검사 , 방사선안전관리","7,117,336"
히든챔피언스팩1호,123160,2010-06-11,신규상장,주권,금융 지원 서비스업,대한민국,삼성증권(주),"1,000","2,000","30,000,000",기업인수합병,"16,100,000"
이연제약,102460,2010-06-10,신규상장,주권,의약품 제조업,대한민국,KB증권(주),500,"16,500","21,450,000","항생제,순환기제","11,712,000"
솔라시아,070300,2010-06-09,신규상장,주권,소프트웨어 개발 및 공급업,대한민국,한국투자증권(주),500,"5,000","4,375,000","USIM카드, 금융카드","4,373,900"
실리콘웍스,108320,2010-06-08,신규상장,주권,반도체 제조업,대한민국,한국투자증권(주),500,"67,000","67,000,000","LDI, T-Con, PMIC, EPD-IC 등","6,505,720"
투비소프트,079970,2010-06-01,신규상장,주권,소프트웨어 개발 및 공급업,대한민국,한국투자증권(주),500,"8,000","3,160,000","MiPlatform, X Platform","2,048,120"
인피니트헬스케어,071200,2010-05-26,신규상장,주권,소프트웨어 개발 및 공급업,대한민국,삼성증권(주),500,"5,200","15,600,000",의료영상저장전송시스템(PACS),"23,470,467"
모바일리더,100030,2010-05-25,신규상장,주권,소프트웨어 개발 및 공급업,대한민국,한화투자증권(주),500,"15,000","9,000,000","Sync 솔루션, 멀티미디어 솔루션","2,998,000"
신한스팩1호,122690,2010-05-25,신규상장,주권,금융 지원 서비스업,대한민국,신한투자증권 주식회사,100,"5,000","37,500,000",기업인수합병,"8,250,000"
만도,060980,2010-05-19,신규상장,주권,자동차 신품 부품 제조업,대한민국,"엔에이치투자증권주식회사,제이피모간증권회사 서울지점","5,000","83,000","498,000,000","자동차부품(제동장치,조향장치,현가장치)","18,214,033"
삼성생명,032830,2010-05-12,신규상장,주권,보험업,대한민국,"한국투자증권(주),골드만삭스증권 서울지점","5,000","110,000","4,888,116,200","생명보험,부동산 임대","200,000,000"
우리스팩1호,122750,2010-05-11,신규상장,주권,금융 지원 서비스업,대한민국,엔에이치투자증권주식회사,"5,000","10,000","35,000,000",금융지원서비스,"3,980,000"
골든나래리츠,119250,2010-05-03,신규상장,부동산투자회사,부동산 임대 및 공급업,대한민국,,"5,000","5,000","4,500,000",,"2,900,000"
동아체육용품,900110,2010-04-23,신규상장,외국주권,회사 본부 및 경영 컨설팅 서비스업,홍콩,교보증권(주),1,"5,000","29,995,000","스포츠화, 스포츠의류","23,000,000"
뉴프라이드,900100,2010-04-21,신규상장,외국주권,자동차 부품 및 내장품 판매업,미국,(주)상상인증권,0.003,"7,500","13,875,000",인터모달 신생 및 재생타이어,"7,000,000"
케이씨에스,115500,2010-04-14,신규상장,주권,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",대한민국,삼성증권(주),500,"1,600","5,760,000",컴퓨터시스템 통합 구축 및 철도 도로 교통인프라,"12,000,000"
차이나킹,900120,2010-03-31,신규상장,외국주권,회사 본부 및 경영 컨설팅 서비스업,케이맨 제도,엔에이치투자증권주식회사,0.05,"3,700","88,800,000",건강보조식품,"80,000,000"
디지탈아리아,115450,2010-03-26,신규상장,주권,소프트웨어 개발 및 공급업,대한민국,교보증권(주),500,"11,000","11,510,895","임베디드 GUI 미들웨어 FXUI-2D, FXUI-3D","4,182,000"
동양밸류스팩,122290,2010-03-25,신규상장,주권,금융 지원 서비스업,대한민국,유안타증권(주),500,"10,000","45,000,000",금융지원서비스,"4,940,000"
현대증권스팩1호,122350,2010-03-19,신규상장,주권,금융 지원 서비스업,대한민국,KB증권(주),100,"6,000","20,004,000",기업인수합병,"3,859,000"
대한생명,088350,2010-03-17,신규상장,주권,보험업,대한민국,미래에셋증권 주식회사,"5,000","8,200","1,780,466,000",생명보험,"868,530,000"
미래에셋스팩1호,121950,2010-03-12,신규상장,주권,금융 지원 서비스업,대한민국,미래에셋증권(주),500,"1,500","20,000,001",합병(유일목적사업),"13,933,334"
대우증권스팩,121910,2010-03-03,신규상장,주권,금융 지원 서비스업,대한민국,미래에셋증권 주식회사,"1,000","3,500","87,500,000",금융지원서비스,"27,007,000"
이미지스,115610,2010-02-26,신규상장,주권,반도체 제조업,대한민국,교보증권(주),500,"6,000","9,960,000","터치스크린칩, 햅틱칩","4,913,521"
하이소닉,106080,2010-02-09,신규상장,주권,전자부품 제조업,대한민국,한화투자증권(주),500,"13,000","10,400,000",휴대폰 카메라용 Auto Focus Actuator,"4,762,169"
인포바인,115310,2010-02-09,신규상장,주권,전기 통신업,대한민국,한국투자증권(주),500,"33,000","14,850,000","휴대폰인증서보관서비스(UBIKey), 유선전화결제서비스(Vinepay)","2,970,000"
차이나하오란,900090,2010-02-05,신규상장,외국주권,회사 본부 및 경영 컨설팅 서비스업,홍콩,신한투자증권 주식회사,1,"4,700","47,000,000",코팅백판지,"40,000,000"
모베이스,101330,2010-02-04,신규상장,주권,통신 및 방송 장비 제조업,대한민국,미래에셋증권(주),500,"13,200","18,942,000",휴대전화 케이스,"6,000,000"
에스이티아이,114570,2010-02-04,신규상장,주권,반도체 제조업,대한민국,삼성증권(주),500,"17,500","32,900,000",CMOS 이미지센서,"4,697,433"
에이치디시에스,105070,2010-02-02,신규상장,주권,1차 철강 제조업,대한민국,하이투자증권(주),500,"15,000","14,999,985","인고트, 주강품","5,600,000"
지역난방공사,071320,2010-01-29,신규상장,주권,"증기, 냉·온수 및 공기조절 공급업",대한민국,삼성증권(주),"5,000","45,000","130,275,000","집단에너지공급 및 전기,증기 생산,판매","11,578,744"
코크렙십오호,121550,2010-01-29,신규상장,부동산투자회사,부동산 임대 및 공급업,대한민국,,"5,000","5,000","24,800,000",,"12,400,000"
락앤락,115390,2010-01-28,신규상장,주권,플라스틱제품 제조업,대한민국,한국투자증권(주),500,"15,700","157,000,000",플라스틱 밀폐용기,"50,000,000"
우리넷,115440,2010-01-27,신규상장,주권,통신 및 방송 장비 제조업,대한민국,한국투자증권(주),500,"6,700","6,412,972","광전송장비(MSPP), 교환장비(AGW)","5,528,580"
